departamento,cargo,id_estructura,grupo_ocupacional
AUXILIAR AUDITORIA,DIRECCION DE REVISION Y CONTROL DE CALIDAD,3308,OPERATIVO
ENC. DEPARTAMENTO OPERACIONES,DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,3309,OPERATIVO
ENCARGADA INTERINA,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3310,PROFESIONAL
ENC. DIV. LITIGIOS,DIRECCION JURIDICA,3311,OPERATIVO
ARCHIVISTA,NO REGISTRADO,3312,OPERATIVO
ENCARGADO (A),NO REGISTRADO,3313,OPERATIVO
ANALISTA FINANCIERO,NO REGISTRADO,3314,OPERATIVO
ENCARGADO (A),SECCION DE ALMACEN Y SUMINISTROS,3315,ESTRATEGICO
ENCARGADO UNIDAD DE AUDITORIA,UAI - OFICINA PRESIDENCIAL DE TECNOLOGIA DE LA INF,3316,OPERATIVO
SUPERVISOR (A) MAYORDOMIA,SECCION DE MAYORDOMIA,3317,OPERATIVO
AUXILIAR PROTOCOLO,DIRECCIÏ¿½N DE COMUNICACIONES,3318,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DIRECCIÏ¿½N DE ANÏ¿½LISIS FINANCIERO,3319,OPERATIVO
ASESOR,DIRECCION DE ANALISIS FINANCIERO,3320,OPERATIVO
ASESOR (A),DIR. ADMINISTRATIVA FINANCIERA,3321,OPERATIVO
AUDITOR TECNICO,DEPTO DE APOYO LEGAL,3322,OPERATIVO
ENC. DIV. LITIGIOS,NO REGISTRADO,3323,OPERATIVO
ANALISTA,NO REGISTRADO,3324,OPERATIVO
DIRECTOR (A),NO REGISTRADO,3325,OPERATIVO
PARQUEADOR,ESCUELA NACIONAL DE CONTROL,3326,OPERATIVO
SUPERVISOR (A),DIRECCION JURIDICA,3327,OPERATIVO
PARALEGAL,DIRECCION JURIDICA,3328,OPERATIVO
ANALISTA,DIRECCION DE ANALISIS FINANCIERO,3329,OPERATIVO
AUXILIAR ADMINISTRATIVO II,"DEPTO DE SERVICIOS PERSONALES, CIIVLES Y MILITARES",3330,OPERATIVO
AUXILIAR TRANSPORTACION,NO REGISTRADO,3331,OPERATIVO
ENCARGADA DEPARTAMENTO DE AUDI,NO REGISTRADO,3332,OPERATIVO
ASISTENTE,NO REGISTRADO,3333,OPERATIVO
MENSAJERO INTERNO,NO REGISTRADO,3334,OPERATIVO
ENCARGADO DIVISION,DIRECCION DE ANALISIS FINANCIERO,3335,OPERATIVO
ABOGADO (A) II,DEPTO DE APOYO LEGAL,3336,OPERATIVO
AUDITOR II,DEPTO DE APOYO LEGAL,3337,OPERATIVO
ANALISTA DE SEGUIMIENTO,DEPTO DE APOYO LEGAL,3338,OPERATIVO
ENCARGADO (A),DEPTO DE APOYO LEGAL,3339,OPERATIVO
ANALISTA LEGAL,DEPTO DE APOYO LEGAL,3340,OPERATIVO
ANALISTA FINANCIERO,DEPTO DE APOYO LEGAL,3341,OPERATIVO
ENCARGADA PROTOCOLO,NO REGISTRADO,3342,OPERATIVO
CONTRALOR GENERAL DE LA REPUBL,NO REGISTRADO,3343,OPERATIVO
DIRECTOR DE COMUNICACIONES,NO REGISTRADO,3344,OPERATIVO
ASISTENTE CONTRALOR,NO REGISTRADO,3345,OPERATIVO
AUXILIAR PROTOCOLO,NO REGISTRADO,3346,OPERATIVO
AUDITOR,DEPTO DE AYUNTAMIENTOS,3347,OPERATIVO
ANALISTA I,DEPTO DE AYUNTAMIENTOS,3348,OPERATIVO
ANALISTA III,DEPTO DE AYUNTAMIENTOS,3349,OPERATIVO
AUDITOR INGENIERÏ¿½A Y ARQUITECT,DEPTO DE INGENIERIA Y ARQUITECTURA,3350,OPERATIVO
INGENIERO,DEPTO DE INGENIERIA Y ARQUITECTURA,3351,OPERATIVO
ENCARGADA PROTOCOLO,DESPACHO DEL CONTRALOR,3352,OPERATIVO
RECEPCIONISTA,DESPACHO DEL CONTRALOR,3353,OPERATIVO
SECRETARIO (A),DIR DE DESARROLLO NORMATIVO,3354,OPERATIVO
DIRECTOR (A),DIR DE DESARROLLO NORMATIVO,3355,OPERATIVO
AUDITOR LEGAL,DIR DE DESARROLLO NORMATIVO,3356,OPERATIVO
AUDITOR II,DIR DE DESARROLLO NORMATIVO,3357,OPERATIVO
ENCARGADO UNIDAD,DIRECCION DE ANTIFRAUDE,3358,OPERATIVO
ENC.DIVISION DE NOMINAS,DIRECCION DE ANTIFRAUDE,3359,OPERATIVO
RECEPCIONISTA,DIRECCION DE AUDITORIA INTERNA,3360,PROFESIONAL
AUXILIAR ADMINISTRATIVO (A),DIRECCIÏ¿½N DE COMUNICACIONES,3361,OPERATIVO
DIRECTOR (A),DIRECCIÏ¿½N DE COMUNICACIONES,3362,OPERATIVO
ENCARGADO (A),DIRECCION DE PROYECTOS Y REPORTES,3363,OPERATIVO
ANALISTA,DIRECCION DE PROYECTOS Y REPORTES,3364,OPERATIVO
COORDINADOR DE PROCESOS,DIRECCION DE PROYECTOS Y REPORTES,3365,OPERATIVO
ENC. ORGANIZACION DEL TRABAJO,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3366,OPERATIVO
MENSAJERO INTERNO,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3367,PROFESIONAL
ANALISTA II,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3368,PROFESIONAL
ASESOR (A),DIRECCION JURIDICA,3369,OPERATIVO
PERIODISTA,ESCUELA NACIONAL DE CONTROL,3370,OPERATIVO
ASESOR,ESCUELA NACIONAL DE CONTROL,3371,OPERATIVO
ENCARGADA UNIDAD DE AUDITORIA,ESCUELA NACIONAL DE CONTROL,3372,OPERATIVO
ENCARGADA DIVISION CAPACITACIO,NO REGISTRADO,3373,OPERATIVO
INGENIERO,NO REGISTRADO,3374,OPERATIVO
ANALISTA I,NO REGISTRADO,3375,OPERATIVO
ENCARGADO DIVISION,NO REGISTRADO,3376,OPERATIVO
ENC. DIV. CERTIF. CARGOS,NO REGISTRADO,3377,OPERATIVO
ANALISTA II,NO REGISTRADO,3378,OPERATIVO
SUB ENCARGADO,NO REGISTRADO,3379,OPERATIVO
ENCARGADA DIVISION,NO REGISTRADO,3380,OPERATIVO
CHOFER III,NO REGISTRADO,3381,OPERATIVO
ASISTENTE DEL DESPACHO,DESPACHO DEL CONTRALOR,3382,OPERATIVO
ASESOR,DIR DE DESARROLLO NORMATIVO,3383,OPERATIVO
ENCARGADO DE DIVISION,DIRECCION DE AUDITORIA ESPECIALES E  INVESTIGACION,3384,PROFESIONAL
ENCARGADA DIVISION,DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3385,OPERATIVO
DIRECTOR (A),DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3386,OPERATIVO
COORDINADOR (A),DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3387,OPERATIVO
ASESOR,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3388,OPERATIVO
ASESOR,DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,3389,OPERATIVO
ENCARGADO (A) DIVISION DE LITI,DIRECCION JURIDICA,3390,OPERATIVO
ENCARGADO (A),DIVISIÏ¿½N DE COMPRAS Y CONTRATACIONES,3391,OPERATIVO
ENCARGADO (A),DIVISIÏ¿½N DE CORRESPONDENCIA Y ARCHIVO,3392,OPERATIVO
AYUDANTE DE MANTENIMIENTO,NO REGISTRADO,3393,OPERATIVO
AUDITOR INGENIERÏ¿½A Y ARQUITECT,NO REGISTRADO,3394,OPERATIVO
MECANICO,NO REGISTRADO,3395,OPERATIVO
ENCARGADO DEL DEPARTAMENTO DE,DEPTO DE INGENIERIA Y ARQUITECTURA,3396,OPERATIVO
ASISTENTE,DESPACHO DEL SUB-CONTRALOR,3397,OPERATIVO
ENC. MAYORDOMIA,DIR DE DESARROLLO NORMATIVO,3398,OPERATIVO
ENCARGADO DEL DEPARTAMENTO DE,DIRECCION DE ANTIFRAUDE,3399,OPERATIVO
ASISTENTE,DIRECCION DE AUDITORIA ESPECIALES E  INVESTIGACION,3400,PROFESIONAL
ENCARGADO UNIDAD DE AUDITORIA,DIRECCION DE AUDITORIA ESPECIALES E  INVESTIGACION,3401,PROFESIONAL
ENCARGADO DE DEPARTAMENTO,DIRECCION DE AUDITORIA INTERNA,3402,PROFESIONAL
OFICIAL DE PROTOCOLO,DIRECCIÏ¿½N DE COMUNICACIONES,3403,OPERATIVO
ENCARGADO (A) DIVISION DE REGI,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3404,OPERATIVO
ANALISTA CAPACITACION,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3405,OPERATIVO
ENC. DIVISION DE CAPACITACION,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3406,OPERATIVO
ASESOR,DIRECCION DE REVISION Y CONTROL DE CALIDAD,3407,OPERATIVO
ASESOR (A),DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3408,PROFESIONAL
ENCARGADO (A) DIVISION SERVICI,DIVISION DE SERVICIOS GENERALES,3409,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),SECCION DE MAYORDOMIA,3410,OPERATIVO
SUPERVISOR (A),SECCION DE TRANSPORTACION,3411,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DEPARTAMENTO DE DESARROLLO NORMATIV,3412,OPERATIVO
AUDITOR,DEPTO DE AGROPECUARIA Y MED AMBIENTE,3413,OPERATIVO
AUDITORA,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3414,PROFESIONAL
INVESTIGADORA,DIRECCION JURIDICA,3415,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DIRECCION JURIDICA,3416,OPERATIVO
TECNICO EN ARCHIVO Y CORRESPON,DIVISIÏ¿½N DE CORRESPONDENCIA Y ARCHIVO,3417,OPERATIVO
CHOFER I,NO REGISTRADO,3418,OPERATIVO
AUDITOR III,UAI - SUPERINTENDENCIA DE PENSIONES,3419,OPERATIVO
AUDITOR TECNICO,DEPTO DE AGROPECUARIA Y MED AMBIENTE,3420,OPERATIVO
TECNICO,DEPTO DE AGROPECUARIA Y MED AMBIENTE,3421,OPERATIVO
ENCARGADO DIVISION DESARROLLO,DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3422,OPERATIVO
TECNICO DE RECURSOS HUMANOS,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3423,OPERATIVO
PROGRAMADOR BASE DE DATOS,DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,3424,OPERATIVO
ENCARGADA UNIDAD DE AUDITORIA,DIVISIÏ¿½N DE CORRESPONDENCIA Y ARCHIVO,3425,OPERATIVO
ENCARGADO DE DIVISION,NO REGISTRADO,3426,OPERATIVO
CONSERJE,NO REGISTRADO,3427,OPERATIVO
MEDICO,NO REGISTRADO,3428,OPERATIVO
ANALISTA NOMINAS,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3429,PROFESIONAL
PROGRAMADOR,DIRECCION DE UNIDADES AUDITORIA INTERNA GUBERNAMEN,3430,PROFESIONAL
SECRETARIA,DIRECCION DE REVISION Y CONTROL DE CALIDAD,3431,OPERATIVO
CAMARERO DEL DESPACHO,DIRECCION DE AUDITORIA ESPECIALES E  INVESTIGACION,3432,PROFESIONAL
ENCARGADO (A),DESPACHO DEL CONTRALOR,3433,OPERATIVO
SEGURIDAD,DESPACHO DEL CONTRALOR,3434,OPERATIVO
ENCARGADA UNIDAD DE AUDITORIA,DEPARTAMENTO DE DESARROLLO NORMATIV,3435,OPERATIVO
AUDITOR I,CONTRALORIA GENERAL DE LA REPUBLICA,3436,OPERATIVO
SECRETARIA EJECUTIVA,NO REGISTRADO,3437,OPERATIVO
COORDINADOR (A),DEPTO DE AGROPECUARIA Y MED AMBIENTE,3438,OPERATIVO
ENCARGADO DE UNIDAD,DIR DE DESARROLLO NORMATIVO,3439,OPERATIVO
ENCARGADO (A),DIRECCION DE REVISION Y CONTROL DE CALIDAD,3440,OPERATIVO
RECEPCIONISTA,DIRECCION JURIDICA,3441,OPERATIVO
COORD. DE PROYECTOS,"DIV. DE FORM, MONITOREO Y EVALUACION DE PLANES  Y",3442,OPERATIVO
AUDITOR LEGAL,ESCUELA NACIONAL DE CONTROL,3443,OPERATIVO
SUPERVISOR MANTENIMIENTO,ESCUELA NACIONAL DE CONTROL,3444,OPERATIVO
ANALISTA I,ESCUELA NACIONAL DE CONTROL,3445,OPERATIVO
TECNICO,UAI - DIR GENERAL DE BIENES NACIONALES,3446,OPERATIVO
TECNICO,UAI - DIV. OBRAS PUBLICAS SANTIAGO,3447,OPERATIVO
TECNICO,UAI - PROCURADURIA GENERAL DE LA REPUBLICA,3448,OPERATIVO
TECNICO DE PLANIFICACION,DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3449,OPERATIVO
TECNICO DE DATOS ESTADISTICOS,DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3450,OPERATIVO
GESTOR DE PROTOCOLO,DEPTO DE AYUNTAMIENTOS,3451,OPERATIVO
AUDITOR,NO REGISTRADO,3452,OPERATIVO
SECRETARIO (A),NO REGISTRADO,3453,OPERATIVO
TECNICO DE COMPRAS,DIVISIÏ¿½N DE COMPRAS Y CONTRATACIONES,3454,OPERATIVO
TECNICO CONTABILIDAD,DEPARTAMENTO FINANCIERO,3455,OPERATIVO
ANALISTA PRESUPUESTO,DEPARTAMENTO FINANCIERO,3456,OPERATIVO
AUXILIAR PROTOCOLO,DIR DE COMUNICACIONES Y REL PUBLICA,3457,OPERATIVO
ASESOR,DIRECCIÏ¿½N DE ANÏ¿½LISIS FINANCIERO,3458,OPERATIVO
ASISTENTE,DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,3459,OPERATIVO
RECEPCIONISTA,DIRECCIÏ¿½N DE RECURSOS HUMANOS,3460,OPERATIVO
COORDINADOR (A),DIVISION DE DESARROLLO E IMPLEMENTACION DE SISTEMA,3461,OPERATIVO
ANALISTA DE INTELIGENCIA DE DA,DIVISION DE OPERACIONDES TIC,3462,OPERATIVO
COORDINADOR ACADEMICO,NO REGISTRADO,3463,OPERATIVO
TECNICO EN ARCHIVO Y CORRESPON,NO REGISTRADO,3464,OPERATIVO
ADMINISTRADOR DE REDES,NO REGISTRADO,3465,OPERATIVO
INVESTIGADORA,DIRECCION DE AUDITORIA ESPECIALES E  INVESTIGACION,3466,PROFESIONAL
ENC. DIV. CALIDAD EN LA GESTIO,DIRECCIÏ¿½N DE PLANIFICACION Y DESARROLLO,3467,OPERATIVO
GESTOR DE PROTOCOLO,NO REGISTRADO,3468,OPERATIVO
PARQUEADOR,NO REGISTRADO,3469,OPERATIVO
TECNICO ADMINISTRATIVO,NO REGISTRADO,3470,OPERATIVO
ENCARGADO DE DEPARTAMENTO,DEPARTAMENTO DE REGISTRO DE CONTRATOS,3471,OPERATIVO
INVESTIGADOR (A),ANTIFRAUDE,3472,OPERATIVO
INVESTIGADORA,ANTIFRAUDE,3473,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),ANTIFRAUDE,3474,OPERATIVO
SECRETARIA,DEPARTAMENTO ADMINISTRATIVO,3475,OPERATIVO
ENCARGADO DE DEPARTAMENTO,DEPARTAMENTO DE AGROPECUARIA Y MEDIO AMBIENTE,3476,OPERATIVO
COORDINADOR (A),DEPARTAMENTO DE AGROPECUARIA Y MEDIO AMBIENTE,3477,OPERATIVO
AUDITOR,DEPARTAMENTO DE AGROPECUARIA Y MEDIO AMBIENTE,3478,OPERATIVO
TECNICO,DEPARTAMENTO DE AGROPECUARIA Y MEDIO AMBIENTE,3479,OPERATIVO
AUDITOR TECNICO,DEPARTAMENTO DE AGROPECUARIA Y MEDIO AMBIENTE,3480,OPERATIVO
AUDITOR LEGAL,DEPARTAMENTO DE APOYO LEGAL,3481,OPERATIVO
ABOGADO (A),DEPARTAMENTO DE APOYO LEGAL,3482,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DEPARTAMENTO DE APOYO LEGAL,3483,OPERATIVO
AUDITOR,DEPARTAMENTO DE APOYO LEGAL,3484,OPERATIVO
AUDITOR TECNICO,DEPARTAMENTO DE APOYO LEGAL,3485,OPERATIVO
ABOGADO (A) I,DEPARTAMENTO DE APOYO LEGAL,3486,OPERATIVO
ENCARGADA UNIDAD DE AUDITORIA,DEPARTAMENTO DE APOYO LEGAL,3487,OPERATIVO
SUPERVISOR (A),DEPARTAMENTO DE APOYO LEGAL,3488,OPERATIVO
ENCARGADO (A),DEPARTAMENTO DE APOYO LEGAL,3489,OPERATIVO
ASISTENTE,DEPARTAMENTO DE APOYO LEGAL,3490,OPERATIVO
ABOGADO (A) II,DEPARTAMENTO DE APOYO LEGAL,3491,OPERATIVO
MENSAJERO,DEPARTAMENTO DE APOYO LEGAL,3492,OPERATIVO
ANALISTA LEGAL,DEPARTAMENTO DE APOYO LEGAL,3493,OPERATIVO
AUXILIAR LEGAL,DEPARTAMENTO DE APOYO LEGAL,3494,OPERATIVO
AUDITOR II,DEPARTAMENTO DE APOYO LEGAL,3495,OPERATIVO
ANALISTA FINANCIERO,DEPARTAMENTO DE APOYO LEGAL,3496,OPERATIVO
ANALISTA DE SEGUIMIENTO,DEPARTAMENTO DE APOYO LEGAL,3497,OPERATIVO
ENCARGADO DE DEPARTAMENTO,DEPARTAMENTO DE APOYO TÏ¿½CNICO,3498,OPERATIVO
ENCARGADA DEPARTAMENTO DE AUDI,DEPARTAMENTO DE AUDITORÏ¿½A INTERNA FINANCIERA Y CUMPLIMIENTO,3499,PROFESIONAL
AUDITOR I,DEPARTAMENTO DE AYUNTAMIENTOS,3500,OPERATIVO
ASISTENTE,DEPARTAMENTO DE AYUNTAMIENTOS,3501,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DEPARTAMENTO DE AYUNTAMIENTOS,3502,OPERATIVO
AUDITOR,DEPARTAMENTO DE AYUNTAMIENTOS,3503,OPERATIVO
ENCARGADA UNIDAD DE AUDITORIA,DEPARTAMENTO DE AYUNTAMIENTOS,3504,OPERATIVO
AUDITOR II,DEPARTAMENTO DE AYUNTAMIENTOS,3505,OPERATIVO
GESTOR DE PROTOCOLO,DEPARTAMENTO DE AYUNTAMIENTOS,3506,OPERATIVO
AUDITOR III,DEPARTAMENTO DE AYUNTAMIENTOS,3507,OPERATIVO
ANALISTA II,DEPARTAMENTO DE AYUNTAMIENTOS,3508,OPERATIVO
AUXILIAR AUDITORIA,DEPARTAMENTO DE AYUNTAMIENTOS,3509,OPERATIVO
AUDITOR LEGAL,DEPARTAMENTO DE AYUNTAMIENTOS,3510,OPERATIVO
ENC. AUDITORIA INTERNA,DEPARTAMENTO DE AYUNTAMIENTOS,3511,OPERATIVO
SUPERVISOR (A),DEPARTAMENTO DE AYUNTAMIENTOS,3512,OPERATIVO
COORDINADOR (A),DEPARTAMENTO DE AYUNTAMIENTOS,3513,OPERATIVO
DIRECTOR (A),DEPARTAMENTO DE AYUNTAMIENTOS,3514,OPERATIVO
SECRETARIA EJECUTIVA,DEPARTAMENTO DE AYUNTAMIENTOS,3515,OPERATIVO
ANALISTA I,DEPARTAMENTO DE AYUNTAMIENTOS,3516,OPERATIVO
ABOGADO (A),DEPARTAMENTO DE AYUNTAMIENTOS,3517,OPERATIVO
ENCARGADO DEL DEPARTAMENTO DE,DEPARTAMENTO DE EVALUACIÏ¿½N E INVESTIGACIÏ¿½N ADMINISTRATIVA,3518,OPERATIVO
AUDITOR TECNICO,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3519,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3520,OPERATIVO
ANALISTA,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3521,OPERATIVO
SUPERVISOR (A),DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3522,OPERATIVO
AUDITOR INGENIERÏ¿½A Y ARQUITECT,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3523,OPERATIVO
AUDITOR II,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3524,OPERATIVO
AUDITOR INGENIERÏ¿½A Y ARQUITEC,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3525,OPERATIVO
AUXILIAR INGENIERIA,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3526,OPERATIVO
INGENIERO,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3527,OPERATIVO
AUXILIAR AUDITORIA,DEPARTAMENTO DE INGENIERIA Y ARQUITECTURA,3528,OPERATIVO
ENCARGADO DEL DEPARTAMENTO DE,DEPARTAMENTO DE SALUD,3529,OPERATIVO
ENCARGADO DEL DEPARTAMENTO DE,DEPARTAMENTO DE SEGUIMIENTO A RESULTADOS,3530,OPERATIVO
SEGURIDAD,DEPARTAMENTO DE SEGURIDAD,3531,OPERATIVO
SUPERVISOR (A),DEPARTAMENTO DE SEGURIDAD,3532,OPERATIVO
ENCARGADO (A),"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3533,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3534,OPERATIVO
ANALISTA,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3535,OPERATIVO
ANALISTA I,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3536,OPERATIVO
ANALISTA II,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3537,OPERATIVO
SUPERVISORA,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3538,OPERATIVO
ABOGADO (A) I,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3539,OPERATIVO
SUPERVISOR (A),"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3540,OPERATIVO
AUDITOR II,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3541,OPERATIVO
AUDITOR I,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3542,OPERATIVO
AUXILIAR ADMINISTRATIVO II,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3543,OPERATIVO
ANALISTA III,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3544,OPERATIVO
SECRETARIA EJECUTIVA,"DEPARTAMENTO DE SERVICIOS PERSONALES, CIVILES Y MILITARES",3545,OPERATIVO
ENCARGADO DE DEPARTAMENTO,DEPARTAMENTO FINANCIERO,3546,OPERATIVO
CONTRALOR GENERAL DE LA REPUBLICA,DESPACHO DEL CONTRALOR,3547,OPERATIVO
INVESTIGADORA,DESPACHO DEL CONTRALOR,3548,OPERATIVO
ESPECIALISTA,DESPACHO DEL CONTRALOR,3549,OPERATIVO
COORD. ANALISIS SOLICITUDES,DESPACHO DEL CONTRALOR,3550,OPERATIVO
COORDINADOR (A),DESPACHO DEL CONTRALOR,3551,OPERATIVO
ENCARGADO DE UNIDAD,DESPACHO DEL CONTRALOR,3552,OPERATIVO
SECRETARIA,DESPACHO SUB-CONTRALOR,3553,OPERATIVO
ANALISTA III,DESPACHO SUB-CONTRALOR,3554,OPERATIVO
AUDITOR III,DESPACHO SUB-CONTRALOR,3555,OPERATIVO
SUB-CONTRALOR GENERAL DE LA R,DESPACHO SUB-CONTRALOR,3556,OPERATIVO
ASISTENTE SUB-CONTRALOR,DESPACHO SUB-CONTRALOR,3557,OPERATIVO
ASISTENTE,DESPACHO SUB-CONTRALOR,3558,OPERATIVO
ANALISTA,DIRECCIÏ¿½N ADMINISTRATIVA FINANCIERA,3559,OPERATIVO
AUXILIAR ADMINISTRATIVO (A),DIRECCIÏ¿½N ADMINISTRATIVA FINANCIERA,3560,OPERATIVO
DIRECTOR (A),DIRECCIÏ¿½N ADMINISTRATIVA FINANCIERA,3561,OPERATIVO
TECNICO ADMINISTRATIVO,DIRECCIÏ¿½N ADMINISTRATIVA FINANCIERA,3562,OPERATIVO
MENSAJERO EXTERNO,DIRECCIÏ¿½N ADMINISTRATIVA FINANCIERA,3563,OPERATIVO
AUDITOR I,DIRECCIÏ¿½N DE ANÏ¿½LISIS FINANCIERO,3564,OPERATIVO
SUPERVISOR (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3565,PROFESIONAL
INVESTIGADORA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3566,PROFESIONAL
AUDITOR I,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3567,PROFESIONAL
ENCARGADO UNIDAD,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3568,PROFESIONAL
AUDITOR II,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3569,PROFESIONAL
AUDITOR III,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3570,PROFESIONAL
AUXILIAR ADMINISTRATIVO (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3571,PROFESIONAL
AUDITOR,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3572,PROFESIONAL
ENCARGADO (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3573,PROFESIONAL
COORDINADOR (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3574,PROFESIONAL
DIRECTOR (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3575,PROFESIONAL
SUB ENCARGADO DEPTO.,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3576,PROFESIONAL
ENCARGADA DEPARTAMENTO DE AUD,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3577,PROFESIONAL
ENCARGADO AUDITORIA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3578,PROFESIONAL
SUPERVISOR AUDITORIA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3579,PROFESIONAL
ENCARGADO DE UNIDAD,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3580,PROFESIONAL
SUPERVISOR AUDITORIA INTERNA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3581,PROFESIONAL
SUPERVISOR (A) AUDITOR,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3582,PROFESIONAL
ABOGADO (A),DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3583,PROFESIONAL
ENCARGADA UNIDAD DE AUDITORIA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3584,PROFESIONAL
ENCARGADO UNIDAD DE AUDITORIA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3585,PROFESIONAL
SUPERVISORA AUDITORIA INTERNA,DIRECCIÏ¿½N DE AUDITORÏ¿½A INTERNA,3586,PROFESIONAL
AUDITOR LEGAL,DIRECCIÏ¿½N DE AUDITORÏ¿½AS ESPECIALES E INVESTIGACIÏ¿½N,3587,PROFESIONAL
AUXILIAR ADMINISTRATIVO (A),DIRECCIÏ¿½N DE AUDITORÏ¿½AS ESPECIALES E INVESTIGACIÏ¿½N,3588,PROFESIONAL
AUDITOR III,DIRECCIÏ¿½N DE AUDITORÏ¿½AS ESPECIALES E INVESTIGACIÏ¿½N,3589,PROFESIONAL
SUPERVISORA,DIRECCIÏ¿½N DE AUDITORÏ¿½AS ESPECIALES E INVESTIGACIÏ¿½N,3590,PROFESIONAL
